"Segment","Latitude","Longitude","Altitude (m)","Time (UTC ISO)","Time (UTC)","Time (Local)","UNIX Epoch Time"
1,"53.34454476329966","-6.2590572890221505","6.864798545837402","2022-10-12T15:56:11.004Z","2022-10-12 15:56:11.004","2022-10-12 16:56:11.004","1665590171.0037942"
1,"53.34454670001842","-6.259075391102403","6.867075443267822","2022-10-12T15:56:12.004Z","2022-10-12 15:56:12.004","2022-10-12 16:56:12.004","1665590172.0038245"
1,"53.34454346230661","-6.259074486167327","6.8684983253479","2022-10-12T15:56:13.004Z","2022-10-12 15:56:13.004","2022-10-12 16:56:13.004","1665590173.003855"
1,"53.34454882596962","-6.259086550161348","6.869385242462158","2022-10-12T15:56:14.004Z","2022-10-12 15:56:14.004","2022-10-12 16:56:14.004","1665590174.0038853"
1,"53.34455845878265","-6.259128462736389","6.869941234588623","2022-10-12T15:56:15.004Z","2022-10-12 15:56:15.004","2022-10-12 16:56:15.004","1665590175.0039167"
1,"53.34455109546603","-6.2592165467349306","6.8702850341796875","2022-10-12T15:56:16.004Z","2022-10-12 15:56:16.004","2022-10-12 16:56:16.004","1665590176.0039454"
1,"53.344562006110564","-6.259252930616574","6.893799304962158","2022-10-12T15:56:17.004Z","2022-10-12 15:56:17.004","2022-10-12 16:56:17.004","1665590177.0039759"
1,"53.344573316935275","-6.259255864179667","6.9319281578063965","2022-10-12T15:56:18.004Z","2022-10-12 15:56:18.004","2022-10-12 16:56:18.004","1665590178.0040064"
1,"53.34458706142781","-6.259274481929968","6.964014053344727","2022-10-12T15:56:19.004Z","2022-10-12 15:56:19.004","2022-10-12 16:56:19.004","1665590179.0040364"
1,"53.34459613104957","-6.259286946707062","7.001877307891846","2022-10-12T15:56:20.004Z","2022-10-12 15:56:20.004","2022-10-12 16:56:20.004","1665590180.004067"
1,"53.34460714984604","-6.259314126141563","7.039872646331787","2022-10-12T15:56:21.004Z","2022-10-12 15:56:21.004","2022-10-12 16:56:21.004","1665590181.0040975"
1,"53.344611344531025","-6.259341760878583","7.090202331542969","2022-10-12T15:56:22.004Z","2022-10-12 15:56:22.004","2022-10-12 16:56:22.004","1665590182.0041275"
1,"53.344611296256815","-6.259357264480154","7.147207736968994","2022-10-12T15:56:23.004Z","2022-10-12 15:56:23.004","2022-10-12 16:56:23.004","1665590183.0041573"
1,"53.34461813775718","-6.259390131537472","7.196654319763184","2022-10-12T15:56:24.004Z","2022-10-12 15:56:24.004","2022-10-12 16:56:24.004","1665590184.004187"
1,"53.34462727288181","-6.2594191320922015","7.259634494781494","2022-10-12T15:56:25.004Z","2022-10-12 15:56:25.004","2022-10-12 16:56:25.004","1665590185.0042186"
1,"53.344637591511955","-6.259443637689822","7.334335803985596","2022-10-12T15:56:26.004Z","2022-10-12 15:56:26.004","2022-10-12 16:56:26.004","1665590186.0042477"
1,"53.34464900771752","-6.259461367299665","7.416664123535156","2022-10-12T15:56:27.004Z","2022-10-12 15:56:27.004","2022-10-12 16:56:27.004","1665590187.0042787"
1,"53.34466136422039","-6.259476937933421","7.491645812988281","2022-10-12T15:56:28.004Z","2022-10-12 15:56:28.004","2022-10-12 16:56:28.004","1665590188.0043097"
1,"53.344675596598954","-6.25949515484169","7.5590949058532715","2022-10-12T15:56:29.004Z","2022-10-12 15:56:29.004","2022-10-12 16:56:29.004","1665590189.0043392"
1,"53.34468857061908","-6.2595003061273005","7.622292518615723","2022-10-12T15:56:30.004Z","2022-10-12 15:56:30.004","2022-10-12 16:56:30.004","1665590190.0043702"
1,"53.34469638892756","-6.259500130632259","7.6775288581848145","2022-10-12T15:56:31.004Z","2022-10-12 15:56:31.004","2022-10-12 16:56:31.004","1665590191.0043993"
1,"53.34470588807261","-6.25950771649594","7.721181869506836","2022-10-12T15:56:32.004Z","2022-10-12 15:56:32.004","2022-10-12 16:56:32.004","1665590192.0044303"
1,"53.34470958562026","-6.259505699777502","7.759141445159912","2022-10-12T15:56:33.004Z","2022-10-12 15:56:33.004","2022-10-12 16:56:33.004","1665590193.004465"
1,"53.344717646517594","-6.259500987657746","7.787282466888428","2022-10-12T15:56:34.004Z","2022-10-12 15:56:34.004","2022-10-12 16:56:34.004","1665590194.0044906"
1,"53.34472655915868","-6.259490961683772","7.8128485679626465","2022-10-12T15:56:35.005Z","2022-10-12 15:56:35.005","2022-10-12 16:56:35.005","1665590195.0045214"
1,"53.34474962476458","-6.2594708728415425","7.834047317504883","2022-10-12T15:56:36.004Z","2022-10-12 15:56:36.004","2022-10-12 16:56:36.004","1665590196.0035522"
1,"53.34477518181908","-6.2594496078915105","7.847809314727783","2022-10-12T15:56:37.004Z","2022-10-12 15:56:37.004","2022-10-12 16:56:37.004","1665590197.003581"
1,"53.34480266503385","-6.259416433403883","7.856457233428955","2022-10-12T15:56:38.004Z","2022-10-12 15:56:38.004","2022-10-12 16:56:38.004","1665590198.0036116"
1,"53.34483375720956","-6.259380832680843","7.827792644500732","2022-10-12T15:56:39.004Z","2022-10-12 15:56:39.004","2022-10-12 16:56:39.004","1665590199.003643"
1,"53.344869854702196","-6.259352019495621","7.763176441192627","2022-10-12T15:56:40.004Z","2022-10-12 15:56:40.004","2022-10-12 16:56:40.004","1665590200.003673"
1,"53.34490534493622","-6.259329589932689","7.683095932006836","2022-10-12T15:56:41.004Z","2022-10-12 15:56:41.004","2022-10-12 16:56:41.004","1665590201.0037034"
1,"53.34494461772893","-6.259311912661279","7.601826190948486","2022-10-12T15:56:42.004Z","2022-10-12 15:56:42.004","2022-10-12 16:56:42.004","1665590202.0037334"
1,"53.34498309251984","-6.259293238939539","7.526439189910889","2022-10-12T15:56:43.004Z","2022-10-12 15:56:43.004","2022-10-12 16:56:43.004","1665590203.0037627"
1,"53.345019576188875","-6.259261849698688","7.4541802406311035","2022-10-12T15:56:44.004Z","2022-10-12 15:56:44.004","2022-10-12 16:56:44.004","1665590204.0037937"
1,"53.34505661865116","-6.259250916158479","7.360186576843262","2022-10-12T15:56:45.004Z","2022-10-12 15:56:45.004","2022-10-12 16:56:45.004","1665590205.0038233"
1,"53.34509526028871","-6.25923820977479","7.270566463470459","2022-10-12T15:56:46.004Z","2022-10-12 15:56:46.004","2022-10-12 16:56:46.004","1665590206.0038548"
1,"53.345137509015196","-6.259227103217385","7.187093257904053","2022-10-12T15:56:47.004Z","2022-10-12 15:56:47.004","2022-10-12 16:56:47.004","1665590207.003884"
1,"53.34518397167159","-6.25922281274345","7.112147808074951","2022-10-12T15:56:48.004Z","2022-10-12 15:56:48.004","2022-10-12 16:56:48.004","1665590208.0039153"
1,"53.3452326548003","-6.259226765972254","7.0490007400512695","2022-10-12T15:56:49.004Z","2022-10-12 15:56:49.004","2022-10-12 16:56:49.004","1665590209.0039446"
1,"53.34527748348963","-6.2592297380371145","6.996739387512207","2022-10-12T15:56:50.004Z","2022-10-12 15:56:50.004","2022-10-12 16:56:50.004","1665590210.003975"
1,"53.3453198530913","-6.25922460507887","6.951021671295166","2022-10-12T15:56:51.004Z","2022-10-12 15:56:51.004","2022-10-12 16:56:51.004","1665590211.004006"
1,"53.34536829001849","-6.25922529812535","6.92108154296875","2022-10-12T15:56:52.004Z","2022-10-12 15:56:52.004","2022-10-12 16:56:52.004","1665590212.0040364"
1,"53.34540497716195","-6.259219604369835","6.902239799499512","2022-10-12T15:56:53.004Z","2022-10-12 15:56:53.004","2022-10-12 16:56:53.004","1665590213.004066"
1,"53.3454392572407","-6.25920595391716","6.890461444854736","2022-10-12T15:56:54.004Z","2022-10-12 15:56:54.004","2022-10-12 16:56:54.004","1665590214.004097"
1,"53.34547438796448","-6.25919680147722","6.883103370666504","2022-10-12T15:56:55.004Z","2022-10-12 15:56:55.004","2022-10-12 16:56:55.004","1665590215.0041273"
